crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,medv
0.4692680899768591,2.047302819134658,3.8541218927040726,0,0.47156153503934906,5.966840508218895,100.0,9.10371406048864,8,405.3665682995392,19.103585908270624,372.6457676599215,10.138144053138177,50.0
3.010121430917521,7.806698461517366,4.211837521720979,0,0.659058207261785,4.892476265657711,3.941036949591677,2.9210568181699386,14,374.272133285654,17.12819758033902,400.0,3.4603226022500855,50.0
1.3167456935454493,20.631417942820587,8.414647756689313,0,0.5678931290059278,5.341720758460953,30.697004162632894,2.4315617998569405,12,238.1966798574163,19.28904393248745,400.0,4.473745278875616,50.0
0.9129425537759532,13.176077791304737,12.571558547713247,0,0.48630045105575415,5.607467365114098,46.03111293937193,1.0,10,427.743220327065,16.85906196402356,226.9028713802001,22.7686286417399,50.0
0.16962487046234628,16.427938260737573,16.395092383632747,0,0.4480603628173873,4.574645648000844,48.960380757770544,8.454619605159454,20,458.81603252491294,17.649233494628966,192.10918876043817,11.09153684573769,50.0
0.16959629191460518,10.752377151704026,4.377747345237586,0,0.465909212265392,6.0332454277761505,26.579247718763124,1.0,20,329.8485952255558,17.80943498939885,315.0593885377614,1.889428877001596,50.0
0.059838768608680676,11.785538361415322,20.44881998271665,0,0.5428316692375238,,91.45663655352881,11.58355356141547,21,349.57116034157764,20.15393005009132,400.0,15.556195401760814,50.0
2.0112308644799395,18.917719880502794,8.102134792702019,0,0.5077156496217716,4.828974269081899,100.0,2.687235862415871,13,490.073056414392,17.151302717548525,387.59863999874307,2.7901355252796423,50.0
0.9190821536272645,2.8723951554012013,9.850428939560947,0,0.4406188591931295,6.282949005694133,100.0,1.6738031950966912,19,150.0,20.373980239185236,400.0,6.808856044511119,50.0
1.2312500617045903,6.722176661712414,4.769518245965236,0,0.4834368589682368,6.501110921283671,100.0,10.319600878566636,15,273.24942246284184,16.1902965191988,310.7636154307886,12.482102364757523,50.0
0.020799307999138622,2.5001312910612232,0.0,0,0.507857702971915,6.158924135205422,100.0,1.0,8,432.0152344798569,18.539715183339215,154.32931678219984,3.8082893551497103,50.0
3.503557475158312,43.95558417405329,16.18831777452735,0,0.3,5.773152277353721,55.98041471199427,3.483595769902805,23,320.98919095148256,16.62479874482242,213.32182687219748,5.816180771183133,50.0
1.786429543354675,28.834637873204144,15.157907279647034,0,0.5458168114788698,6.414009506226298,100.0,3.184553350347485,21,318.84564044058226,20.23149164447942,400.0,15.89785829141503,50.0
0.238687625248947,0.4022510120537909,8.030707100172506,0,0.4020278775283193,6.476154252333684,25.318516883653075,1.0,10,535.2538819294252,16.362673008928958,400.0,33.3502282709394,50.0
,12.227315631957289,10.468935020574104,0,0.3846667596794255,6.215182498803782,35.580540518363144,2.240675783047504,3,305.0013576943477,16.566534512355666,159.32031518978903,9.041011333780554,50.0
0.20261142283225705,25.935835574752556,13.611574523928695,0,0.3312655652889289,5.422771424695667,26.67931479805003,4.225246899553491,21,696.8767376670735,15.487395133009521,400.0,1.0,50.0
0.3627537294604771,1.9915282538785002,0.0,0,0.32061075021321095,6.193620535857827,44.09725790078839,5.195056695877056,3,150.0,18.206081228972042,396.46325117996054,4.958285989297323,50.0
0.7439278308608545,8.392029176459022,6.296631258575936,0,0.3644552496887711,6.836836455577835,23.53986019883544,1.0,5,150.0,19.1820974096987,342.9577901720629,6.102625219037779,50.0
